proper,ra,dec,dist,mag,absmag,ci,temp,x,y,z,con,lum,var,var_min,var_max
,14.632527,53.043866,70.7714,8.38,4.131,0.49,6434.592641,-32.836824,-27.0569,56.553145,Boo,1.939099079,,,
,18.722071,9.16301,70.7714,8.24,3.991,0.536,6229.996835,13.129225,-68.623638,11.26991,Oph,2.205972022,,,
,1.352774,-47.531067,70.7714,8.82,4.571,0.537,6225.704592,44.818678,16.571439,-52.204067,Phe,1.293004392,,,
,22.269274,-53.553003,70.7714,8.72,4.471,0.568,6095.73218,37.801307,-18.404944,-56.928993,Gru,1.417751123,,,
,0.937838,-42.678524,70.7714,8.5,4.251,0.573,6075.313374,50.468554,12.646487,-47.974811,Phe,1.736200992,,,
,4.614977,-14.925699,70.7714,7.93,3.681,0.577,6059.083944,24.255981,63.937209,-18.228322,Eri,2.934945222,,,
,12.781073,22.488111,70.7714,9.52,5.271,0.6,5967.54345,-64.027532,-13.27817,27.069475,Com,0.678578351,,,
,9.703377,-7.770532,70.7714,8.49,4.241,0.646,5793.079693,-57.824088,39.666175,-9.568718,Sex,1.752265862,,,
,23.967927,-0.128195,70.7714,9.02,4.771,0.653,5767.483783,70.768728,-0.594242,-0.158345,Psc,1.075474209,,,
,1.014869,62.923883,70.7714,10.76,6.511,0.745,5452.221868,31.082872,8.458778,63.015039,Cas,0.216570849,,10.821,10.701
,1.017421,28.99716,70.7714,8.62,4.371,0.756,5416.967263,59.717031,16.29349,34.307682,Psc,1.554533194,,,
,11.465741,-28.493013,70.7714,8.97,4.721,0.8,5280.671927,-61.591817,8.671388,-33.761608,Hya,1.126159747,,,
,0.592591,-54.821873,70.7714,6.04,1.791,1.001,4740.338496,40.283101,6.300177,-57.845984,Phe,16.73400907,,,
,3.618244,-40.274545,70.7714,4.57,0.321,1.023,4688.18591,31.528759,43.834385,-45.750304,Eri,64.80372942,,,
,7.327083,-24.024367,70.8215,8.97,4.719,-0.06,10941.16853,-22.024552,60.821459,-28.833212,CMa,1.128236122,,9.044,8.934
,1.896803,55.597639,70.8215,6.44,2.189,0.185,8280.941047,35.181153,19.063772,58.434186,Per,11.59845121,,,
,2.228168,25.596152,70.8215,7.09,2.839,0.468,6537.673892,53.308901,35.180814,30.596672,Ari,6.373823014,,,
,21.05084,1.532061,70.8215,6.24,1.989,0.479,6485.690416,50.72235,-49.389791,1.893508,Aqr,13.94440539,,,
,5.558883,-40.93272,70.8215,8.16,3.909,0.5,6388.888889,6.165161,53.147802,-46.400289,Col,2.379030446,,,
,17.780762,10.116757,70.8215,8.51,4.259,0.525,6277.636181,-3.999517,-69.605862,12.440183,Oph,1.723455205,,,
,4.71843,20.629997,70.8215,8.66,4.409,0.533,6242.91193,21.823031,62.584383,24.952658,Tau,1.501066733,,,
,19.621104,26.154382,70.8215,8.44,4.189,0.55,6170.47967,26.176652,-57.93021,31.217402,Vul,1.838230637,,,
,12.876828,66.597768,70.8215,8.65,4.399,0.581,6042.947477,-27.391292,-6.400448,64.995663,Dra,1.514955932,,,
,4.45905,-40.472374,70.8215,7.14,2.889,0.591,6003.007577,21.149606,49.550359,-45.968913,Cae,6.086953723,,,
,10.486025,32.966946,70.8215,8.9,4.649,0.63,5852.509414,-54.811633,22.939082,38.537881,LMi,1.203372271,,,
,7.659807,-26.474296,70.8215,8.54,4.289,0.693,5625.741085,-26.688555,57.503192,-31.571961,Pup,1.676486266,,,
,13.749862,-30.321584,70.8215,9.82,5.569,0.719,5537.530484,-54.82996,-27.036655,-35.754436,Cen,0.515703406,,,
,20.365212,-3.217738,70.8215,10.26,6.009,0.814,5238.821153,41.039482,-57.581621,-3.975253,Aql,0.343874522,,,
,4.455503,-49.29326,70.8215,9.99,5.739,0.87,5078.230006,18.17159,42.464198,-53.686777,Dor,0.440960816,,,
,0.512394,19.066882,70.8215,10.69,6.439,0.9,4996.415833,66.334734,8.952223,23.135377,Psc,0.231419526,,10.749,10.639
,0.711609,-60.262807,70.8215,5.99,1.739,1.318,4089.516341,34.521236,6.507126,-61.495198,Tuc,17.5549663,,,
,21.130892,-54.216518,70.8717,6.69,2.438,0.247,7816.227252,30.28952,-28.281609,-57.493421,Ind,9.221466651,,,
,14.745838,-9.704063,70.8717,6.86,2.608,0.427,6739.65499,-52.57191,-46.00308,-11.946083,Lib,7.884969177,,,
,6.866658,57.149067,70.8717,7.95,3.698,0.515,6321.632071,-8.648068,37.459414,59.538232,Lyn,2.889348982,,,
,17.197723,-0.984097,70.8717,8.08,3.828,0.526,6273.272881,-14.774168,-69.303869,-1.217212,Oph,2.56330332,,,
,1.168669,51.742702,70.8717,8.53,4.278,0.536,6229.996835,41.845379,13.217822,55.651157,Cas,1.693557709,,,
,4.098709,15.498995,70.8717,8.15,3.898,0.564,6112.173884,32.60758,60.007325,18.93844,Tau,2.403255805,,,
,8.849967,-74.084303,70.8717,8.53,4.278,0.574,6071.247255,-13.192047,14.271463,-68.15492,Vol,1.693557709,,,
,14.754048,4.532544,70.8717,8.92,4.668,0.576,6063.132553,-53.068123,-46.63909,5.600659,Vir,1.18249687,,,
,23.845592,41.827734,70.8717,8.27,4.018,0.578,6055.041145,52.767142,-2.134078,47.263858,And,2.15179057,,,
,13.485048,22.182726,70.8717,8.11,3.858,0.588,6014.929851,-60.728466,-24.876443,26.758435,Com,2.493446188,,,
,13.072532,-26.686862,70.8717,8.56,4.308,0.595,5987.189979,-60.842198,-17.547333,-31.829483,Hya,1.647403559,,,
,19.106689,-34.200583,70.8717,9.51,5.258,0.612,5920.951828,16.746331,-56.17312,-39.836402,Sgr,0.686752106,,,
,14.168793,26.599341,70.8717,8.33,4.078,0.623,5878.923296,-53.427125,-34.078592,31.732623,Boo,2.036104201,,,
,5.490027,-34.515421,70.8717,8.47,4.218,0.646,5793.079693,7.773382,57.876732,-40.157891,Col,1.789781439,,,
,7.248992,-68.071147,70.8717,8.08,3.828,0.656,5756.588113,-8.50109,25.064999,-65.744012,Vol,2.56330332,,,
,14.714445,-24.491864,70.8717,7.79,3.538,0.664,5727.747329,-48.883426,-42.071057,-29.380857,Lib,3.348112174,,,
,13.091581,16.095381,70.8717,8.8,4.548,0.683,5660.474009,-65.331993,-19.195677,19.648271,Com,1.320687295,,,
,19.636555,-46.033452,70.8717,9.38,5.128,0.714,5554.263969,20.4414,-44.754562,-51.009569,Tel,0.774105227,,,
,14.622897,11.035295,70.8717,10.77,6.518,0.82,5221.100154,-53.795872,-44.099555,13.565811,Boo,0.215179057,,,
,23.659717,58.970461,70.8717,7.53,3.278,0.864,5094.935162,36.38787,-3.250225,60.729748,Cas,4.254024629,,,
,15.608216,10.010176,70.8717,5.26,1.008,0.925,4930.338831,-40.901675,-56.551742,12.31915,Ser,34.41913883,,,
,14.344458,-23.395234,70.8717,10.51,6.258,1.006,4728.378414,-53.173,-37.463401,-28.141135,Hya,0.273400938,,,
,8.332717,-51.941849,70.922,6.75,2.496,0.263,7705.415415,-25.071314,35.817925,-55.842954,Vel,8.741782564,,,
,20.240815,-63.415789,70.922,6.09,1.836,0.308,7411.397149,17.569443,-26.432016,-63.424108,Pav,16.05461887,,,
,18.6947,40.717833,70.922,6.64,2.386,0.327,7294.473353,9.722564,-52.867428,46.264856,Lyr,9.6738645,,,
,3.815053,50.840245,70.922,7.36,3.106,0.419,6780.656606,24.243992,37.656585,54.991932,Per,4.984252094,,,
,20.008298,-15.886949,70.922,7.2,2.946,0.443,6659.242999,34.234775,-58.999993,-19.414199,Sgr,5.775638464,,,
,17.175579,39.851945,70.922,7.54,3.286,0.452,6614.917719,-11.660434,-53.183763,45.447241,Her,4.222795013,,,
,14.703144,31.926754,70.922,8.79,4.536,0.461,6571.226571,-45.739117,-39.130067,37.506015,Boo,1.335365033,,,
,19.323772,-29.02103,70.922,8.11,3.856,0.495,6411.652779,21.065124,-58.329992,-34.406433,Sgr,2.498043519,,,
,13.961261,-45.404296,70.922,8.26,4.006,0.517,6312.779732,-43.373447,-24.458488,-50.502046,Cen,2.175704951,,,
,1.048967,64.836228,70.922,8.29,4.036,0.543,6200.084368,29.026605,8.177585,64.191225,Cas,2.116410951,,,
,4.101264,26.211796,70.922,7.55,3.296,0.543,6200.084368,30.342601,55.92821,31.325579,Tau,4.184080196,,,
,13.902033,-1.965565,70.922,8.32,4.066,0.554,6153.698972,-62.272788,-33.854286,-2.432542,Vir,2.058732877,,,
,20.027274,-22.110867,70.922,8.11,3.856,0.556,6145.345418,33.258562,-56.667213,-26.695039,Sgr,2.498043519,,,
,8.864357,38.905195,70.922,8.87,4.616,0.59,6006.976021,-37.6154,40.386575,44.541401,Lyn,1.24050923,,,
,17.62242,-2.873785,70.922,7.43,3.176,0.606,5944.149606,-6.990449,-70.487023,-3.555744,Oph,4.673045396,,,
,10.120469,46.114972,70.922,9.31,5.056,0.621,5886.517174,-43.331335,23.227206,51.115775,UMa,0.827179952,,,
,17.777853,-66.119224,70.922,9.46,5.206,0.624,5875.134234,-1.668841,-28.663154,-64.850356,Pav,0.72044362,,9.524,9.404
,12.997762,-42.561309,70.922,9.33,5.076,0.686,5650.00606,-50.465854,-13.490514,-47.970133,Cen,0.812082216,,,
,5.253223,20.05609,70.922,7.72,3.466,0.687,5646.525938,12.942012,65.352122,24.32205,Tau,3.577667699,,,
,10.203026,-27.260622,70.922,8.4,4.146,0.687,5646.525938,-56.196018,28.577281,-32.485022,Ant,1.912493642,,,
,20.811541,54.092816,70.922,9.46,5.206,0.715,5550.908637,27.925157,-30.825937,57.444558,Cyg,0.72044362,,,
,3.432679,-22.063611,70.922,8.41,4.156,0.732,5494.52286,40.925548,51.432435,-26.640838,Eri,1.894959795,,,
,13.837904,-57.26198,70.922,8.34,4.086,0.739,5471.658761,-33.99995,-17.75053,-59.656369,Cen,2.021156767,,,
,11.483721,15.92241,70.922,8.81,4.556,0.77,5372.794137,-67.578966,9.19012,19.456406,Leo,1.310991875,,,
,16.283042,-53.696234,70.922,6.4,2.146,0.793,5301.865275,-18.245484,-37.819272,-57.155148,Nor,12.0670191,,,
,18.678346,-2.696159,70.922,9.94,5.686,0.885,5036.970817,12.515113,-69.729278,-3.336135,Ser,0.463020266,,,
,2.678075,27.060943,70.9723,5.3,1.045,0.081,9215.529686,48.29444,40.770297,32.288063,Ari,33.26595533,,,
,18.831366,32.551058,70.9723,5.22,0.965,0.1,9027.638443,12.918088,-58.412107,38.186763,Lyr,35.80964371,,,
,20.822821,83.941765,70.9723,7.18,2.925,0.413,6811.764999,5.045239,-5.536342,70.57593,Cep,5.888436554,,,
,23.952356,55.705705,70.9723,5.57,1.315,0.478,6490.379227,39.985856,-0.498803,58.634174,Cas,25.94179362,V1022,5.593,5.563
,4.76546,-66.518455,70.9723,8.82,4.565,0.56,6128.711337,8.981554,26.815235,-65.095525,Dor,1.300169578,,,
,22.353466,8.681383,70.9723,9.22,4.965,0.564,6112.173884,63.741199,-29.31499,10.712533,Peg,0.899497582,,,
,11.097115,35.201654,70.9723,9.06,4.805,0.594,5991.135977,-56.380863,13.580911,40.912401,UMa,1.042317429,,,
,2.897534,-44.605661,70.9723,7.7,3.445,0.648,5785.741768,36.674968,34.758408,-49.83841,Eri,3.647539469,,,
,13.548532,-71.700329,70.9723,8.95,4.695,0.66,5742.128942,-20.477944,-8.789051,-67.383037,Mus,1.153453258,,9.017,8.907
,7.937895,-69.646076,70.9723,8.44,4.185,0.664,5727.747329,-11.993346,21.576177,-66.540931,Vol,1.845015419,,,
,13.618255,-36.512967,70.9723,8.92,4.665,0.755,5420.152135,-51.998999,-23.44985,-42.228852,Cen,1.185768748,,,
,13.150909,-23.11807,70.9723,4.94,0.685,1.048,4630.370122,-62.332323,-19.370955,-27.865588,Hya,46.34469197,,,
,21.579596,38.534054,70.9723,4.87,0.615,1.085,4547.504953,44.739104,-32.87133,44.213932,Cyg,49.4310687,,,
,21.348827,3.118255,70.9723,7.75,3.495,,,54.471767,-45.331988,3.860677,Equ,3.48337315,,,
,7.339713,-56.294647,71.0227,6.57,2.313,0.111,8922.681608,-13.54152,37.01268,-59.083946,Car,10.34665576,,,
,9.632295,73.080394,71.0227,6.39,2.133,0.352,7146.614357,-16.824214,12.007605,67.948415,Dra,12.2123713,,,
,11.349115,51.761192,71.0227,7.32,3.063,0.399,6885.571291,-43.322146,7.45463,55.783936,UMa,5.185611777,,,
,4.87348,-13.270549,71.0227,7.79,3.533,0.425,6749.854896,20.092592,66.141641,-16.303223,Eri,3.363566357,,,
,1.854062,-30.90278,71.0227,7.2,2.943,0.47,6528.155384,53.901284,28.432162,-36.476113,For,5.791619211,,,
,23.515085,-15.982341,71.0227,7.9,3.643,0.516,6317.202555,67.727978,-8.644573,-19.555466,Aqr,3.039484969,,,
,8.179522,-62.89644,71.0227,8.28,4.023,0.569,6091.636613,-17.477569,27.23182,-63.223306,Car,2.141903991,,,
,2.479385,29.687024,71.0227,7.5,3.243,0.57,6087.546962,49.152174,37.296104,35.174753,Tri,4.393392456,,,
,14.325446,-13.710947,71.0227,7.39,3.133,0.6,5967.54345,-56.602142,-39.459289,-16.834068,Vir,4.861832585,,,
,1.683513,49.103954,71.0227,7.4,3.143,0.634,5837.529714,42.054192,19.836486,53.685963,And,4.817259036,,,
,15.70931,0.868491,71.0227,9.77,5.513,0.677,5681.534895,-40.08032,-58.622802,1.076522,Ser,0.543000213,,9.821,9.701
,14.124228,41.583844,71.0227,9.92,5.663,0.68,5670.983534,-45.118732,-28.043759,47.138855,Boo,0.472933415,,,
,21.492193,-49.507604,71.0227,9.46,5.203,0.693,5625.741085,36.530706,-28.149832,-54.012206,Ind,0.722437032,,,
,11.930271,11.253628,71.0227,9.21,4.953,0.703,5591.460689,-69.645535,1.271513,13.860252,Leo,0.909494339,,,
,6.804929,23.22409,71.0227,7.54,3.283,0.848,5140.057869,-13.65228,63.823886,28.006263,Gem,4.234479162,,,
,4.178464,-17.784314,71.0227,9.61,5.353,0.877,5058.886872,31.042062,60.083584,-21.692792,Eri,0.629216351,,,
,5.549873,-64.227517,71.0227,5.34,1.083,1.039,4651.009949,3.630588,30.666449,-63.957989,Dor,32.12180934,,,
,19.140507,52.425731,71.0227,5.88,1.623,1.086,4545.308625,12.739948,-41.392691,56.290033,Cyg,19.53439656,V1762,5.933,5.853
,9.635426,3.883423,71.0227,11.95,7.693,1.375,3991.751692,-57.710458,41.11678,4.810129,Hya,0.072912166,,12.061,11.801
,6.382673,22.513586,71.0227,2.87,-1.387,1.621,3620.141613,-6.562116,65.281443,27.194957,Gem,312.4640086,Mu,2.946,2.826
,5.204973,-11.869219,71.0732,4.45,0.191,-0.099,11556.02814,14.372474,68.052698,-14.618273,Lep,73.04659895,,,
,8.631154,-26.255,71.0732,5.24,0.981,-0.03,10515.56178,-40.516266,49.207344,-31.440558,Pyx,35.28580258,,,
,0.966091,-20.676158,71.0732,7.75,3.491,0.418,6785.819911,64.37992,16.639427,-25.094921,Cet,3.49623004,,,
,22.702268,11.085507,71.0732,7.54,3.281,0.448,6634.538697,65.760291,-23.243014,13.66551,Peg,4.242286549,,,
,12.090943,10.960668,71.0732,7.91,3.651,0.463,6561.60211,-69.756902,-1.661147,13.513509,Vir,3.017171523,,,
,9.744508,52.793597,71.0732,8.28,4.021,0.475,6504.489755,-35.699811,23.92815,56.607128,UMa,2.14585316,,,
,12.433228,-14.947781,71.0732,7.15,2.891,0.505,6366.298856,-68.226983,-7.77156,-18.332521,Crv,6.075751461,,,
,20.051029,-7.697461,71.0732,8.44,4.181,0.53,6255.884888,36.028093,-60.520669,-9.519706,Aql,1.851825244,,,
,5.273374,-32.513534,71.0732,7.07,2.811,0.537,6225.704592,11.332515,58.852352,-38.201761,Col,6.540335094,,,
,11.730498,-35.247997,71.0732,9.14,4.881,0.618,5897.947545,-57.89835,4.091872,-41.017526,Hya,0.971851703,,,
,15.08284,-32.847828,71.0732,9.93,5.671,0.633,5841.266926,-41.295598,-43.126672,-38.550792,Lup,0.469461519,,,
,10.770623,-29.340426,71.0732,9.57,5.311,0.638,5822.631995,-58.774854,19.598137,-34.8257,Hya,0.654033509,,9.633,9.523
,23.34139,22.157221,71.0732,8.66,4.401,0.641,5811.512081,64.848565,-11.29353,26.805214,Peg,1.512167849,,,
,15.386554,-2.7668,71.0732,10.67,6.411,0.754,5423.341002,-44.869598,-55.01226,-3.430775,Ser,0.237465214,,10.736,10.626
,9.143528,-38.31795,71.0732,9.44,5.181,0.766,5385.336531,-40.883719,37.921069,-44.067151,Vel,0.737224908,,9.497,9.397
,1.02877,25.292219,71.0732,6.71,2.451,0.783,5332.457535,61.943511,17.098834,30.364964,Psc,9.11171233,,,
,23.373231,-58.95125,71.0732,10.32,6.061,0.975,4803.575141,36.164849,-5.987978,-60.890455,Tuc,0.327793245,,10.396,10.226
,3.780679,48.537475,71.0732,12.27,8.011,,,25.82971,39.337533,53.261471,,0.054400138,,12.464,12.084
,20.592293,-16.525879,71.1238,6.19,1.93,0.218,8026.266928,42.803695,-53.076756,-20.231047,Cap,14.72312502,,,
,15.770238,-28.061481,71.1238,6.49,2.23,0.332,7264.369546,-34.592046,-52.369159,-33.45788,Lib,11.16863248,,,
,1.559411,40.901486,71.1238,7.43,3.17,0.34,7216.762974,49.339906,21.342266,46.56905,And,4.698941086,,,
,21.58864,28.197607,71.1238,6.25,1.99,0.357,7117.822147,50.601621,-36.99459,33.60681,Peg,13.93156803,,,
,5.916755,-50.988669,71.1238,7.58,3.32,0.428,6734.567564,0.975586,44.759957,-55.264721,Pic,4.092606597,,,
,23.541293,33.740947,71.1238,7.6,3.34,0.428,6734.567564,58.717565,-7.08545,39.504923,Peg,4.017908108,,,
,20.173836,5.584184,71.1238,7.88,3.62,0.435,6699.187413,38.145417,-59.629044,6.920928,Aql,3.104559588,,,
,11.617005,-32.988184,71.1238,6.32,2.06,0.439,6679.150479,-59.357863,5.971716,-38.724545,Hya,13.06170888,,,
,5.401475,-47.340572,71.1238,8.03,3.77,0.461,6571.226571,7.521178,47.605799,-52.30406,Pic,2.703958364,,,
,22.331968,52.007113,71.1238,7.94,3.68,0.485,6457.710627,39.672694,-18.516831,56.051755,Lac,2.937649652,,,
,5.557447,-49.377888,71.1238,7.15,2.89,0.492,6425.395443,5.353043,45.995925,-53.984393,Pic,6.081350013,,,
,2.656598,-14.289295,71.1238,7.98,3.72,0.511,6339.41738,52.914955,44.163757,-17.554631,Cet,2.831391996,,,
,22.346552,6.949253,71.1238,8.25,3.99,0.521,6295.155047,64.089386,-29.615784,8.605282,Peg,2.208004733,,,
,11.56282,-30.65404,71.1238,8.19,3.93,0.527,6268.916117,-60.784751,6.987613,-36.262684,Hya,2.333458062,,,
,0.082644,45.673793,71.1238,7.47,3.21,0.55,6170.47967,49.685495,1.075186,50.87996,And,4.528975799,,,
,14.170331,19.355331,71.1238,8.75,4.49,0.58,6046.972924,-56.560303,-36.109222,23.572254,Boo,1.393156803,,,
,17.333228,-83.682304,71.1238,9.12,4.86,0.581,6042.947477,-1.35908,-7.70765,-70.691867,Oct,0.990831945,,,
,15.28163,25.753959,71.1238,8.32,4.06,0.597,5979.314713,-41.836741,-48.510161,30.903824,CrB,2.070141349,,,
,21.960275,50.845413,71.1238,8.85,4.59,0.599,5971.461669,38.656295,-22.857577,55.152518,Cyg,1.270574105,,,
,5.982526,18.979864,71.1238,8.47,4.21,0.606,5944.149606,0.307679,67.256304,23.132009,Ori,1.803017741,,,
,7.452449,-80.824015,71.1238,9.15,4.89,0.618,5897.947545,-4.209739,10.531736,-70.213642,Men,0.963829024,,,
,17.475068,-77.519715,71.1238,8.89,4.63,0.62,5890.322012,-2.105631,-15.225199,-69.443175,Aps,1.224616199,,,
,2.618235,12.901898,71.1238,8.66,4.4,0.665,5724.163968,53.669231,43.886355,15.880694,Ari,1.513561248,,,
,9.298988,-37.397887,71.1238,7.07,2.81,0.665,5724.163968,-42.955725,36.70746,-43.196794,Vel,6.546361741,,,
,13.980878,-20.850811,71.1238,11.13,6.87,0.97,4815.940935,-57.726807,-32.944434,-25.315509,Vir,0.155596563,,11.189,11.029
,2.287908,26.284291,71.1238,10.98,6.72,1.02,4695.226277,52.668722,35.953288,31.495424,Ari,0.178648757,,11.048,10.928
,22.972888,-32.052772,71.1238,11.59,7.33,1.065,4591.905431,58.115431,-16.014857,-37.745411,PsA,0.101859139,,11.675,11.505
,1.495598,8.44319,71.1238,10.45,6.19,1.072,4576.261817,65.028636,26.847995,10.443015,Psc,0.291071712,,,
,10.383458,6.542643,71.1238,6.06,1.8,1.119,4474.060364,-64.426397,29.019455,8.104011,Leo,16.59586907,,,
,18.425453,-63.021534,71.1744,6.13,1.868,0.202,8147.560521,3.588976,-32.088497,-63.428827,Pav,15.58834468,V346,6.15,6.11
,6.29296,46.423953,71.1744,6.53,2.268,0.263,7705.415415,-3.759147,48.917429,51.562962,Aur,10.78449963,,,
,2.163461,-40.866501,71.1744,6.49,2.228,0.43,6724.417657,45.419487,28.88189,-46.569322,Phe,11.18922482,,,
,9.112717,15.216275,71.1744,7.87,3.608,0.498,6397.973464,-49.975224,47.109498,18.680667,Cnc,3.139062769,,,
,9.407937,6.350112,71.1744,6.73,2.468,0.513,6330.511244,-55.066224,44.402614,7.87219,Hya,8.970156084,,,
,2.304039,65.594362,71.1744,7.52,3.258,0.545,6191.594697,24.218943,16.683002,64.81447,Cas,4.333112852,,,
,15.561276,29.27323,71.1744,9.06,4.798,0.629,5856.267231,-37.000123,-49.855513,34.802498,CrB,1.049059208,,,
,15.191432,71.840949,71.1744,9.08,4.818,0.651,5774.772145,-14.879677,-16.450607,67.628847,UMi,1.029911719,,,
,3.146764,-49.284576,71.1744,10.2,5.938,0.785,5326.309051,31.543525,34.066029,-53.94726,Hor,0.3671132,,10.249,10.139
,23.259516,-3.49638,71.2251,5.56,1.297,0.062,9412.320418,69.760936,-13.695732,-4.343703,Aqr,26.37545741,,,
,1.040674,-31.552005,71.2251,5.5,1.237,0.083,9195.343798,58.456761,16.332571,-37.270081,Scl,27.8740452,Sig,5.51,5.49
,14.741832,-3.363322,71.2251,7.58,3.317,0.408,6837.926421,-53.557763,-46.766658,-4.178587,Vir,4.103930525,,,
,12.200281,28.536313,71.2251,6.47,2.207,0.428,6734.567564,-62.486172,-3.279394,34.02528,Com,11.40775013,,,
,18.67276,13.369968,71.2251,8.11,3.847,0.449,6629.621641,12.141745,-68.222678,16.469948,Her,2.518836628,,,
,1.828275,67.659617,71.2251,8.16,3.897,0.537,6225.704592,24.030932,12.46895,65.879089,Cas,2.405470305,,,
,1.317068,-77.03077,71.2251,7.87,3.607,0.556,6145.345418,15.043924,5.403425,-69.4082,Hyi,3.141955285,,,
,6.367516,34.597352,71.2251,7.64,3.377,0.573,6075.313374,-5.63239,58.35867,40.442018,Aur,3.88329157,V454,7.763,7.623
,20.967879,-15.161853,71.2251,8.56,4.297,0.625,5871.350407,48.200144,-49.017681,-18.628684,Cap,1.664178857,,,
,4.082204,-35.446548,71.2251,7.7,3.437,0.637,5826.348778,27.923968,50.862943,-41.306513,Eri,3.674514792,,,
,16.53845,-76.51049,71.2251,8.17,3.907,0.649,5782.080269,-6.203506,-15.412909,-69.260188,Aps,2.383416821,,,
,9.852215,-28.486352,71.2251,8.38,4.117,0.67,5706.318906,-52.963567,33.374575,-33.970769,Ant,1.964264646,,,
,12.697233,43.952334,71.2251,9.72,5.457,0.695,5618.849102,-50.424327,-9.307799,49.434471,CVn,0.571741873,,9.782,9.672
,15.604812,-30.579619,71.2251,9.55,5.287,0.7,5601.697844,-35.980084,-49.653739,-36.234716,Lup,0.668651772,,,
,1.334554,36.630926,71.2251,8.43,4.167,0.707,5577.873173,53.704557,19.566235,42.497034,And,1.875858174,,,
,17.444846,31.059445,71.2251,9.67,5.407,0.84,5162.939003,-8.836646,-60.370436,36.74696,Her,0.598687237,,,
,2.603639,-10.256896,71.2251,10.7,6.437,0.855,5120.212718,54.425685,44.158967,-12.682482,Cet,0.23184621,,10.766,10.646
,7.805608,-47.077722,71.2251,4.69,0.427,1.039,4651.009949,-22.084008,43.185663,-52.156579,Pup,58.77599637,,,
,21.175215,3.119753,71.2251,10.84,6.577,1.05,4625.809668,52.54222,-47.930203,3.876288,Equ,0.203798039,,10.907,10.777
,5.302935,33.371613,71.2251,4.54,0.277,1.252,4209.164928,10.794657,58.493626,39.178443,Aur,67.48387309,,,
,2.5248,1.091331,71.2758,7.67,3.405,0.194,8209.734179,56.253785,43.748239,1.35753,Cet,3.784425847,,,
,2.791761,23.636679,71.2758,7.46,3.195,0.427,6739.65499,48.618674,43.586925,28.577007,Ari,4.591980128,,,
,8.195582,-44.033776,71.2758,9.16,4.895,0.43,6724.417657,-27.858814,43.007699,-49.542547,Vel,0.959400632,,,
,2.407253,-37.361402,71.2758,6.93,2.665,0.497,6402.526225,45.768877,33.38598,-43.253045,For,7.481695005,,,
,10.9611,47.758074,71.2758,8.01,3.745,0.5,6388.888889,-46.154647,12.872301,52.766393,UMa,2.766941645,,,
,9.288671,23.652715,71.2758,7.32,3.055,0.512,6334.960934,-49.519637,42.548428,28.595324,Cnc,5.22396189,,,
,4.414659,-77.685018,71.2758,8,3.735,0.516,6317.202555,6.130021,13.911403,-69.635702,Men,2.792543841,,8.245,7.985
,14.790073,17.757256,71.2758,8.41,4.145,0.54,6212.866018,-50.562565,-45.289337,21.738044,Boo,1.914255925,,,
,18.354404,26.706753,71.2758,8.4,4.135,0.54,6212.866018,5.899178,-63.397915,32.032975,Her,1.931968317,,,
,2.411053,-34.778196,71.2758,8.99,4.725,0.581,6042.947477,47.262919,34.547981,-40.65579,For,1.122018454,,,
,5.646329,-52.488852,71.2758,8.71,4.445,0.602,5959.723557,4.01271,43.21506,-56.538451,Pic,1.452111618,,,
,12.541965,35.331196,71.2758,9.59,5.325,0.63,5852.509414,-57.564096,-8.222791,41.218932,CVn,0.645654229,,,
